Longitude,Latitude
-6.21929,54.71458
-5.74065,54.55419
-6.74538,54.64841
-7.31426,54.37659
-5.93922,54.62477
-7.32996,55.02541
-5.86897,54.5952
-6.73351,54.63892
-6.74327,54.64005
-7.31183,54.99623
-6.03946,54.5266
-6.3398,54.17367
-5.63628,54.65288
-6.22501,54.73025
-6.66204,55.15117
-5.67337,54.66188
-5.92874,54.59703
-5.92933,54.59858
-5.67181,54.65904
-5.66586,54.66179
-6.39677,54.44645
-5.65744,54.64777
-6.27676,54.86353
-7.6386,54.36218
-5.98212,54.59941
-6.51095,54.09124
-6.76593,54.50988
-5.92992,54.55208
-5.89356,54.51452
-7.32281,54.9994
-5.93115,54.609
-6.74032,54.62579
-5.9593,54.61791
-5.63501,54.66354
-5.97238,54.67254
-7.31518,54.59707
-6.27954,54.35039
-5.92651,54.59706
-5.67054,54.65944
-5.83717,54.86114
-5.75338,54.60262
-6.04268,54.5109
-5.83717,54.86114
-6.16971,54.23162
-5.89364,54.22291
-6.44448,54.4224
-6.27705,54.88329
-7.29108,54.99008
-6.64938,54.35671
-5.46924,54.49508
-5.74408,54.54975
-6.27465,54.84833
-7.36106,55.01364
-6.74589,54.65189
-5.96415,54.59161
-6.9308,55.0421
-7.28597,54.99198
-6.06387,54.51694
-5.83661,54.63106
-5.93462,54.59579
-5.62847,54.65895
-5.94915,54.59855
-5.81738,54.85619
,
-5.95214,54.59017
-5.9393,54.58591
-5.94061,54.60081
-6.25917,54.85744
-6.25387,54.86359
-7.29525,54.60068
-6.50314,54.23942
-5.94534,54.59801
-6.33867,54.18203
-5.88572,54.40269
-7.63491,54.35525
-5.67464,54.65072
-6.02124,54.06553
-5.86285,54.41436
-5.99199,54.5831
-5.94443,54.58389
-6.20767,54.80441
-6.05596,54.51641
-6.20951,54.80535
-5.65744,54.64777
-5.93151,54.59914
-6.68063,55.12539
-5.73945,54.55657
-6.665,55.14146
-6.71468,55.18323
-6.4538,54.43301
-5.89311,54.59845
-5.93301,54.58799
-5.80049,54.58344
-5.9585,54.59728
-7.30793,55.04041
-5.52911,54.6077
-5.99081,54.5728
-6.04515,54.5118
-5.9268,54.59896
-5.91464,54.56981
-7.40259,54.34276
-5.86501,54.58348
-5.92573,54.66686
-6.52922,54.29638
-7.32158,54.99764
-5.95635,54.59732
-5.87452,54.69549
-5.68758,54.64186
-7.33111,55.03035
-5.86414,54.69499
-6.27097,54.88257
-5.94111,54.5659
-6.64618,55.1321
-5.95693,54.66995
-5.86279,54.59493
-6.46209,54.41262
-6.33271,54.45771
-6.14455,54.41783
-5.80092,54.84804
-6.02304,54.55995
-7.64094,54.34489
,
-5.95808,54.59741
-6.59786,54.7568
-6.44121,54.42203
-5.93307,54.59109
-6.27858,54.87295
-6.3133,54.45623
-7.32612,54.99623
-5.92778,54.59792
-7.32251,54.99685
-5.96184,54.58812
-7.17827,55.02565
-5.98963,54.57293
-5.93778,54.62573
-5.56478,54.53742
-6.27862,54.34849
-6.25994,54.85679
-6.36039,54.18861
-7.29744,54.61034
-5.8852,54.60182
-6.14673,54.7578
-6.18497,54.73299
-5.93995,54.58122
-6.352,54.77306
-5.93278,54.58754
-5.88787,54.59793
-5.90783,54.68524
-7.47136,54.82422
-5.89484,54.57509
-6.94641,55.04344
-5.81584,54.59436
-5.94825,54.6054
-5.93488,54.58944
-6.94698,55.04388
-5.99154,54.75244
-6.03943,54.52494
-7.31138,54.99168
-6.32835,54.7436
-5.92472,54.58523
-6.19649,54.71836
-5.92931,54.60023
-6.05346,54.49525
-5.52949,54.60714
-5.70884,54.59372
-7.2881,54.98036
,
-5.99722,54.75051
-5.92047,54.68152
-6.32271,54.75634
-7.59058,54.42487
-6.75282,54.63499
-5.9108,54.56383
-6.65966,55.19589
-7.44029,54.49517
-6.38785,54.4697
-6.34267,54.4624
-6.44444,54.4226
-5.9252,54.6021
-6.67349,54.35033
-6.48557,54.87145
-6.46209,54.42315
-5.85835,54.61797
-5.95256,54.96703
-6.21436,54.71368
-6.33665,54.46292
-6.03946,54.5266
-6.51175,55.08683
-7.44505,54.25426
-5.94788,54.68903
-7.63491,54.35525
-7.3108,54.99526
-6.60816,54.75538
-5.71399,54.32922
-5.94111,54.57633
-5.8965,54.59872
-5.66697,54.60263
-6.00366,54.76042
-5.94089,54.62212
-6.74982,54.49867
-5.97814,54.58037
-7.1226,54.60297
-6.35858,54.18334
-6.02594,54.51829
-5.95439,54.61346
-6.71729,55.17994
-5.95214,54.59017
-6.61139,54.75596
-5.86414,54.69499
-5.70143,54.3694
-6.50794,54.50717
-7.30774,55.03004
-7.34637,55.01981
-5.74721,54.55102
-6.56496,55.0626
-5.92092,54.57683
-6.01507,54.54206
-5.93547,54.63416
-5.69645,54.59236
-7.53764,54.79424
-6.64406,54.88125
-5.67262,54.64923
-5.66466,54.66076
-5.69902,54.6532
-6.27038,54.85628
-5.93826,54.63618
-5.91683,54.57581
-5.90498,54.59237
-7.27633,54.99977
-6.64652,54.34494
-5.89875,54.58382
-5.92472,54.58523
-7.61791,54.34905
-5.9593,54.61791
-5.97318,54.59894
-6.66792,54.69866
-7.32158,54.99764
-5.90694,54.55537
-6.67256,54.34626
-5.71399,54.32922
-5.86074,54.57971
-6.74573,54.65049
-6.68645,55.1162
-6.67,54.84681
-5.88329,54.59834
-5.97274,54.62219
-5.71548,54.3134
-6.62396,54.53014
-5.63677,54.66069
-6.16443,54.23329
-7.46177,54.82662
-5.89649,54.59198
-6.44121,54.42203
-5.9593,54.61791
-6.27822,54.35582
-7.52708,54.3227
-5.98856,54.5754
-6.59686,54.75377
-6.95054,55.05047
-5.94785,54.59889
-6.26738,54.35124
-6.61139,54.75596
-6.54411,54.34121
-7.59683,54.35534
-7.30398,54.60004
-5.93183,54.63041
-6.67416,54.84298
-7.65032,54.3466
-7.64231,54.34669
-6.82264,55.14067
-6.35338,54.18222
-5.94607,54.59901
-6.74576,54.6349
-5.80485,54.59615
-6.77543,54.49082
-6.05077,54.50644
-6.16127,54.23866
-6.1461,54.19174
-6.58646,54.8992
-6.02054,54.55008
-6.45117,54.41955
-6.41661,55.01148
-6.28342,54.86691
-5.92137,54.62354
-5.93044,54.59255
-6.27767,54.35507
-6.67228,54.34739
-5.82359,54.85308
-7.61574,54.3477
-6.36421,54.44061
-6.60816,54.75538
-5.9603,54.67272
-6.74498,54.64588
-6.64845,55.13597
-6.27712,54.88154
-5.44123,54.4636
-6.45983,54.41457
-5.67262,54.64923
-5.83889,54.5931
-5.85548,54.61512
-5.94285,54.59096
-5.99074,54.57648
-5.95555,54.59573
-5.67135,54.6468
-6.88518,54.90204
-6.458,54.42753
-7.4636,54.66326
-6.66918,55.12849
-5.93307,54.59109
-6.67276,54.43679
-7.32344,55.01707
-6.27146,54.85763
-6.3923,54.19663
-7.32725,55.0005
-6.2845,54.34364
-5.87662,54.69659
-5.83432,54.6419
-6.26124,54.85739
-6.34176,54.45985
-5.93855,54.58062
-7.63865,54.35315
-5.68715,54.59335
-5.89506,54.59264
-5.94754,54.59681
-6.01358,54.54536
-7.32605,55.00662
-5.63801,54.65044
-6.08677,54.51599
-6.606,54.75646
-5.93642,54.57914
-6.9437,55.04543
-5.92513,54.5846
-6.36048,54.43982
-6.18103,54.99343
-6.01647,54.55502
-5.9324,54.58675
-5.9386,54.59209
-6.2845,54.34364
-5.70854,54.75208
-6.3594,54.18313
-5.8962,54.57623
-5.95814,54.619
-5.95079,54.59861
-5.94765,54.59863
-5.92467,54.59394
-6.52103,55.20751
-5.47391,54.43533
-5.53301,54.64301
-6.45443,54.41313
-5.86971,54.59998
-5.86621,54.58011
-6.38887,54.454
-5.93331,54.58863
-7.47791,54.81438
-6.27285,54.86815
-6.44309,54.33264
-5.53539,54.48792
-5.55982,54.57295
-5.95913,54.66875
-6.35215,54.18011
-5.95947,54.59523
-5.7006,54.32362
-6.33665,54.17079
-5.93278,54.58754
-5.70953,54.31814
-6.78962,54.51177
-6.64672,55.12648
-6.04654,54.51028
-6.01297,54.54611
-6.33084,54.19105
-5.83933,54.62554
-5.93196,54.60384
-6.02402,54.56861
-5.92651,54.59706
-5.93932,54.62101
-5.71077,54.58995
-6.65488,54.35741
-7.46761,54.82884
-6.66972,54.34865
-5.93045,54.59942
-5.70174,54.59315
-6.02801,54.53205
-5.8891,54.21963
-5.88744,54.59489
-7.64094,54.34489
-6.74977,54.63558
-5.93301,54.58799
-5.92493,54.59935
-5.92651,54.59706
-5.79303,54.72079
-6.45987,54.42876
-6.60753,54.75607
-5.84818,54.25907
-5.60108,54.32989
-5.88876,54.59697
-5.81555,54.59282
-5.93151,54.59914
-5.62986,54.65875
-5.88952,54.5891
-5.85072,54.86176
-6.7217,55.1827
-6.00386,54.57931
-5.92259,54.63886
-7.2888,54.99318
-5.71018,54.5903
-5.84191,54.62802
-5.89714,54.59374
-6.32666,55.13184
-5.73603,54.34525
-5.94234,54.5998
-6.61036,54.75564
-5.78198,54.65615
-6.66013,55.19484
-5.70262,54.31297
-5.4937,54.53977
-7.32165,54.99817
-5.9355,54.61329
-5.67162,54.66086
-5.93764,54.58448
-6.92057,54.93267
-6.70265,54.49321
-6.00053,54.55238
-5.93015,54.59725
-7.64852,54.3522
-5.92094,54.60686
-5.93141,54.59594
-6.03478,54.5246
-5.93097,54.59131
-6.66271,55.1353
-7.47198,54.82581
-5.83951,54.63333
-6.34763,54.42429
-6.08575,55.0894
-6.3398,54.17367
-6.03946,54.5266
-5.8296,54.53122
-6.8067,54.52462
-5.97011,54.67243
-5.8228,54.85068
-6.2701,54.85594
-6.61104,54.75651
-5.83255,54.4604
-5.91053,54.59739
-5.94062,54.62745
-5.71251,54.32776
-5.9329,54.58064
-6.33636,54.46528
-5.91316,54.65406
-7.04025,54.46554
-7.31879,54.9927
-6.31455,54.45617
-5.66613,54.41043
-5.68301,54.66186
-6.33155,54.99804
-6.34133,54.46458
-5.94828,54.61379
-5.89127,54.40413
-7.31853,54.37584
-7.21384,54.9806
-5.91181,54.59075
-5.89783,54.67785
-6.35858,54.18334
-6.76776,54.50345
-6.43717,54.4206
-7.31498,54.37673
-5.86836,54.60503
-5.95612,54.62196
-7.32643,55.03911
-5.64242,54.65028
-5.9443,54.61096
-6.35858,54.18334
-7.40259,54.34276
-6.6606,55.12844
-5.84297,54.86278
-5.7851,54.57714
-7.29748,54.98517
-6.94009,55.03873
-5.97282,54.60868
-7.30036,55.01898
-6.07034,54.75953
-6.74576,54.6349
-5.93494,54.61496
-5.93264,54.59165
-6.04769,54.48217
-7.32098,54.99505
-5.8127,54.7134
-5.91832,54.65752
-6.00109,54.55204
-5.91163,54.55556
-6.27818,54.87026
-5.89716,54.57954
-6.2325,54.60525
-6.22526,54.71347
-7.37964,54.71851
-6.01671,54.53817
-5.87662,54.69659
-7.31078,54.99601
-5.99707,54.57515
-5.75833,54.63055
-6.0916,54.70202
-7.28736,55.00429
-5.91309,54.5673
-5.94928,54.66856
-5.89862,54.5915
-5.93711,54.68823
-6.74896,54.65601
-7.34814,55.02048
-6.02639,54.55662
-5.99213,54.56898
-6.06959,54.50866
-7.26782,54.61216
-5.94745,54.58317
-5.82517,54.59243
-5.89172,54.40177
-5.67605,54.65523
-7.61007,54.35697
-5.91699,54.67744
-5.92573,54.58848
-5.84349,54.72861
-5.93806,54.62688
-5.92361,54.5525
-5.93098,54.60416
-5.65937,54.6474
-5.91367,54.57397
-5.93679,54.62122
-5.66223,54.64788
-7.47473,54.78493
-5.90093,54.4075
-7.34938,55.01376
-5.91514,54.59635
-6.33076,54.17909
-6.21548,54.73313
-6.27651,54.3651
-5.91323,54.60386
-5.93161,54.59139
-6.00749,54.54597
-5.74687,54.55094
-5.93469,54.59927
-6.65665,54.35412
-6.14822,54.41498
-7.3273,55.00379
-6.16592,54.23544
-5.91853,54.56846
-6.16592,54.23544
-7.29719,54.99743
-5.83069,54.46053
-5.93488,54.58944
-6.00546,54.54909
-5.84265,54.85688
-5.93469,54.59927
-5.88398,54.39826
-5.80768,54.71566
-6.65572,54.35101
-5.93369,54.57751
-7.28212,54.97232
-6.28103,54.8535
-5.93645,54.58715
-5.69726,54.59314
-6.03728,54.50884
-7.32262,54.61382
-6.33891,54.46422
-5.89747,54.4016
-6.42162,54.42242
-7.3114,54.99051
-5.95807,54.61549
-5.9252,54.6021
-5.92264,54.59743
-5.79482,54.58859
-6.3424,54.16986
-5.95444,54.6077
-5.70059,54.32609
-6.7553,54.50017
-5.94027,54.59002
-5.65213,54.39965
-5.94607,54.59901
-5.93492,54.59091
-6.67607,55.13183
-7.53589,54.32136
-5.93015,54.59725
-5.93033,54.59919
-6.71911,54.29101
-5.83962,54.85169
-6.18497,54.73299
-7.11531,55.03229
-6.07289,54.51729
-7.31246,54.59433
-7.31899,54.99525
-5.87262,54.6086
-5.90927,54.59018
-6.21929,54.71458
-5.94765,54.59863
-6.25493,54.10146
-5.93429,54.60017
-5.93118,54.59351
-6.20503,54.10898
-5.92855,54.6001
-7.28372,54.9714
-6.61579,54.95867
-5.90561,54.67415
-6.74516,54.64694
-5.69304,54.41007
-6.02647,54.56039
-5.93803,54.61569
-6.01455,54.56712
-7.46709,54.82356
-6.02054,54.55008
-5.9633,54.67374
-5.94765,54.59863
-6.24106,54.46111
-7.46577,54.82643
-6.03492,54.56188
-6.07046,54.5273
-5.68893,54.65272
-5.97179,54.5911
-6.01507,54.54206
-5.93141,54.59594
-5.93045,54.59942
-6.32262,54.45843
-5.79399,54.58242
-5.79482,54.72233
-5.91698,54.66823
-7.6386,54.36218
-6.18497,54.73299
-7.32242,54.94128
-7.45227,54.26028
-5.8998,54.5914
-6.32823,54.74727
-7.30025,54.59154
-7.33014,55.02952
-5.82655,54.5856
-6.0399,54.55896
-5.66748,54.59422
-5.87531,54.60804
-6.32673,54.45311
-5.94534,54.58415
-5.92578,54.58621
-7.35006,54.98884
-5.93147,54.58573
-5.9591,54.59152
-6.45668,54.43221
-5.92563,54.58241
-5.93365,54.59511
-5.53143,54.64149
-6.69025,54.44757
-7.32158,54.99764
-6.74477,54.64451
-6.2922,54.37604
-5.93528,54.58585
-6.78424,54.50231
-7.71705,54.51992
-5.92859,54.59937
-5.90065,54.58414
-5.9439,54.58371
-5.94534,54.58415
-5.9264,54.58303
-5.93241,54.58055
-7.34389,54.99775
-5.93459,54.57988
-7.33014,55.02952
-5.82218,54.71328
-5.93301,54.58799
-5.92641,54.60118
-5.95525,54.69169
-5.92177,54.59959
-6.27804,54.86145
-5.96962,54.58936
-7.32194,54.99672
-6.32316,54.45422
-6.08014,54.52171
-5.93301,54.58799
-5.93958,54.6238
-6.34391,54.4645
-5.93232,54.58968
-7.30739,55.03188
-5.89506,54.59264
-6.33856,54.1782
-5.63198,54.65167
-6.68143,55.12048
-7.3108,54.99526
-6.66617,54.54646
-5.94351,54.61469
-5.86985,54.60798
-5.95382,54.61867
-6.08046,54.51887
-5.79529,54.58949
-5.77815,54.72883
-5.66617,54.59502
-5.93175,54.59804
-5.92493,54.59935
-5.93571,54.61778
-5.90998,54.59482
-6.33854,54.30808
-6.92724,55.02445
,
-6.28231,54.35122
-6.14405,54.41418
-5.81873,54.63992
-7.32098,55.03139
-5.81292,54.85133
-5.65937,54.6474
-6.16522,54.23328
-5.95393,54.57654
-6.33038,54.46115
-7.30897,55.03001
-6.27594,54.86546
-6.18497,54.73299
-6.34245,54.17096
-7.46577,54.82643
-6.44196,54.42391
-7.60915,54.35309
-5.66844,54.6322
-6.6559,54.35213
-6.32369,54.18608
-5.9714,54.69291
-5.93515,54.58118
-6.27401,54.86078
-5.92673,54.67006
-6.27238,54.86422
-5.85856,54.58704
-5.98021,54.58017
-5.89554,54.59207
-7.30097,54.59741
-6.18731,54.3062
-5.71364,54.75475
-5.94085,54.61737
-6.3243,54.16036
-5.92148,54.64608
-5.84063,54.86259
-7.31918,55.01934
-6.27858,54.86177
-5.9271,54.60194
-7.33155,54.99155
-5.65937,54.6474
-7.30036,55.01898
-5.7988,54.72563
-5.67701,54.59656
-7.21384,54.9806
-7.6238,54.47378
-5.70615,54.32215
-5.66617,54.5956
-5.95693,54.66995
-6.03024,54.55702
-5.82298,54.7098
-5.89558,54.53008
-6.22,54.62028
-5.9603,54.67272
-5.9691,54.62987
-6.01455,54.56712
-5.96998,54.58907
-5.92765,54.60078
-6.27277,54.35156
-5.71057,54.75303
-5.97053,54.55698
-7.63961,54.34549
-5.9028,54.67659
-6.2013,54.72159
-6.27971,54.86331
-5.93301,54.58799
-5.74573,54.55042
-6.27178,54.8583
-7.63995,54.34575
-6.26601,54.35021
-5.96197,54.67092
-5.85789,54.59475
-7.32996,55.02541
-5.93636,54.59912
-6.7503,54.48703
-6.02048,54.06156
-5.93115,54.59594
-5.89462,54.5851
-5.90991,54.59046
-6.4658,55.14952
-5.5268,54.607
-5.94945,54.58315
-5.7968,54.66011
-6.04773,54.51144
-6.37443,54.84657
-5.9588,54.67784
-5.88842,54.22189
-6.33839,54.17524
-5.94765,54.59863
-5.9026,54.67256
-6.69637,54.44816
-6.01218,54.57632
-6.07463,54.50879
-6.50039,55.17144
-7.28731,54.97104
-5.95033,54.60532
-5.97995,54.58135
-5.93151,54.59914
-6.78301,55.16361
-7.26704,55.03479
-5.93313,54.60688
-5.97569,54.68159
-5.93365,54.59511
-5.9633,54.59321
-6.07242,54.52291
-6.01507,54.54206
-5.79636,54.7318
-6.27582,54.86869
-7.3553,54.17199
-7.30069,54.99173
-5.95492,54.58377
-5.93346,54.59119
-6.70584,55.1741
-5.93264,54.59165
-7.32158,54.99764
-6.70797,55.17527
-5.91514,54.59635
-5.96731,54.67638
-5.93695,54.65962
-5.93278,54.58754
-5.71399,54.32922
-5.97087,54.59993
-6.44121,54.42203
-6.91387,54.92032
-5.9012,54.67208
-6.01284,54.0645
-5.88676,54.58566
-6.05515,54.50737
-5.92578,54.58621
-6.94452,55.0463
-5.93415,54.57925
-7.32582,55.01218
-6.33767,54.17859
-5.93185,54.59946
-6.71545,54.22579
-5.91181,54.59075
-7.30165,54.99697
-7.53764,54.79424
-6.28408,54.8582
-5.9709,54.62767
-5.92625,54.59951
-6.21275,54.71851
-5.66664,54.58983
-5.66629,54.66354
-5.96855,54.63442
-6.00742,54.06955
-6.66131,55.11517
-7.63979,54.35355
-5.56721,54.53867
-5.91234,54.67884
-6.33009,54.17854
-6.74538,54.64841
-7.29533,54.98936
-5.9444,54.2564
-5.95029,54.61342
-5.9268,54.59896
-6.34793,54.19029
-6.33846,54.46614
-7.32194,54.99672
-5.97937,54.55561
-5.6793,54.62853
-5.81079,54.72331
-5.89071,54.40078
-6.05789,54.50601
-6.78946,54.51266
-5.93365,54.59511
-5.93505,54.59857
-5.81105,54.59722
-6.03129,54.56888
-5.71478,54.31484
-6.2634,54.85853
-6.00149,54.51067
-5.69478,54.64863
-5.70435,54.58786
-6.6778,55.12147
-5.93075,54.60295
-5.93085,54.60181
-6.6778,55.12147
-6.74408,54.63191
-5.93015,54.59725
-6.33765,54.19371
-6.29391,54.20698
-7.46243,54.82748
-6.35215,54.18011
-5.93643,54.59835
-6.18497,54.73299
-5.96998,54.58907
-7.63567,54.4748
-5.96742,54.61107
-6.46874,54.42124
-5.93033,54.59919
-6.67593,54.57767
-6.66011,55.13879
-5.94782,54.58451
-5.74918,54.55137
-6.27995,54.85878
-6.33355,54.1791
-5.93301,54.58799
-6.67593,54.57767
-5.97436,54.622
-6.27381,54.85887
-6.14843,54.41431
-6.18492,54.99409
-6.33986,54.16478
-7.29873,54.99585
-6.77675,54.50702
-6.33339,54.1689
-5.87618,54.60545
-5.91763,54.59943
-6.27467,54.86706
-6.29661,54.46038
-7.31271,55.01529
-5.92213,54.60236
-5.94945,54.58315
-6.65752,54.34591
-6.3398,54.17367
-5.91323,54.60386
-5.9271,54.60194
-5.63063,54.65433
-7.64231,54.34669
-6.7045,54.4928
-6.04323,54.55595
-5.93375,54.58955
-6.20675,54.7153
-5.93564,54.59065
-5.918,54.5944
-5.67135,54.6468
-5.93298,54.63367
-6.78596,54.50477
-6.50772,55.0799
-6.74045,54.65357
-5.92864,54.59273
-6.24528,54.401
-5.47694,54.43572
-5.92837,54.60152
-5.96005,54.60902
-5.71364,54.75475
-5.67054,54.65944
-5.9287,54.62554
-6.21305,54.62246
-6.76445,54.51031
-5.69319,54.65604
-6.22414,54.61407
-5.69218,54.64177
-6.25184,54.85876
-6.66399,55.14898
-6.21275,54.71851
-5.81642,54.72278
-6.28918,54.86949
-7.6481,54.35255
-6.05638,54.51954
-5.93764,54.58448
-6.76593,54.50988
-5.63553,54.64891
-7.28605,54.98699
-6.03036,54.56238
-6.64898,55.20337
-6.16506,54.23416
-5.95546,54.61838
